_,station,arr,dep,dwell,runtime,train
11,昌黎,10:10,10:26,16,15:08,K 568
12,滦县,10:53,10:55,2,15:51,K 568
13,唐山,11:52,11:58,6,16:50,K 568
14,塘沽,12:54,13:02,8,17:52,K 568
15,天津,13:43,13:58,15,18:41,K 568
16,霸州,15:36,15:38,2,20:34,K 568
17,任丘,16:16,16:18,2,21:14,K 568
18,肃宁,16:45,16:47,2,21:43,K 568
19,衡水,17:48,17:55,7,22:46,K 568
20,枣强,18:17,18:21,4,23:15,K 568
21,清河城,19:04,19:17,13,24:02:00,K 568
22,聊城,20:12,20:22,10,25:10:00,K 568
23,郓城,21:35,21:42,7,26:33:00,K 568
24,菏泽,22:17,22:31,14,27:15:00,K 568
25,商丘南,23:48,23:51,3,28:46:00,K 568
26,阜阳,1:59,2:17,18,30:57:00,K 568
27,麻城,5:24,5:39,15,34:22:00,K 568
28,黄州,6:23,6:28,5,35:21:00,K 568
29,蕲春,7:09,7:14,5,36:07:00,K 568
30,武穴,7:42,7:47,5,36:40:00,K 568
31,九江,8:29,8:32,3,37:27:00,K 568
32,南昌,10:03,10:21,18,39:01:00,K 568
33,樟树东,11:29,11:32,3,40:27:00,K 568
34,吉安,12:44,12:48,4,41:42:00,K 568
35,赣州,15:02,15:06,4,44:00:00,K 568
36,龙南,16:24,16:29,5,45:22:00,K 568
37,定南,16:51,16:54,3,45:49:00,K 568
38,龙川,18:10,18:14,4,47:08:00,K 568
39,河源,19:09,19:14,5,48:07:00,K 568
40,惠州,20:05,20:09,4,49:03:00,K 568
41,东莞东,20:53,-,-,49:51:00,K 568
1,东莞西,-,6:20,-,0:00,C 7591
2,西平西,6:28,6:29,1,0:08,C 7591
3,松山湖北,6:39,6:41,2,0:19,C 7591
4,常平东,6:50,6:52,2,0:30,C 7591
5,陈江南,7:05,7:07,2,0:45,C 7591
6,西湖东,7:15,7:16,1,0:55,C 7591
7,小金口,7:24,-,-,1:04,C 7591
1,东莞西,-,6:30,-,0:00,C 7501
2,道滘,6:33,6:35,2,0:03,C 7501
3,西平西,6:41,6:42,1,0:11,C 7501
4,东城南,6:45,6:47,2,0:15,C 7501
5,寮步,6:52,6:54,2,0:22,C 7501
6,松山湖北,6:58,7:00,2,0:28,C 7501
7,大朗镇,7:04,7:05,1,0:34,C 7501
8,常平南,7:10,7:11,1,0:40,C 7501
9,常平东,7:15,7:17,2,0:45,C 7501
10,樟木头东,7:22,7:23,1,0:52,C 7501
11,银瓶,7:26,7:28,2,0:56,C 7501
12,沥林北,7:33,7:35,2,1:03,C 7501
13,陈江南,7:41,7:43,2,1:11,C 7501
14,惠环,7:47,7:48,1,1:17,C 7501
15,龙丰,7:52,7:54,2,1:22,C 7501
16,西湖东,7:57,7:58,1,1:27,C 7501
17,云山,8:02,8:03,1,1:32,C 7501
18,小金口,8:10,-,-,1:40,C 7501
1,小金口,-,6:20,-,0:00,C 7592
2,云山,6:25,6:27,2,0:05,C 7592
3,西湖东,6:31,6:33,2,0:11,C 7592
4,陈江南,6:41,6:43,2,0:21,C 7592
5,常平南,6:59,7:01,2,0:39,C 7592
6,松山湖北,7:07,7:09,2,0:47,C 7592
7,西平西,7:19,7:20,1,0:59,C 7592
8,东莞西,7:29,-,-,1:09,C 7592
1,小金口,-,6:00,-,0:00,C 7502
2,云山,6:05,6:07,2,0:05,C 7502
3,西湖东,6:10,6:12,2,0:10,C 7502
4,龙丰,6:15,6:16,1,0:15,C 7502
5,惠环,6:20,6:22,2,0:20,C 7502
6,陈江南,6:26,6:27,1,0:26,C 7502
7,沥林北,6:34,6:36,2,0:34,C 7502
8,银瓶,6:41,6:42,1,0:41,C 7502
9,樟木头东,6:46,6:47,1,0:46,C 7502
10,常平东,6:52,7:03,11,0:52,C 7502
11,常平南,7:07,7:08,1,1:07,C 7502
12,大朗镇,7:12,7:14,2,1:12,C 7502
13,松山湖北,7:18,7:19,1,1:18,C 7502
14,寮步,7:24,7:25,1,1:24,C 7502
15,东城南,7:31,7:32,1,1:31,C 7502
16,西平西,7:35,7:37,2,1:35,C 7502
17,道滘,7:43,7:45,2,1:43,C 7502
18,东莞西,7:49,-,-,1:49,C 7502
1,东莞西,-,6:50,-,0:00,C 7503
2,道滘,6:53,6:55,2,0:03,C 7503
3,西平西,7:01,7:02,1,0:11,C 7503
4,东城南,7:05,7:07,2,0:15,C 7503
5,寮步,7:12,7:14,2,0:22,C 7503
6,松山湖北,7:18,7:20,2,0:28,C 7503
7,大朗镇,7:24,7:25,1,0:34,C 7503
8,常平南,7:30,7:31,1,0:40,C 7503
9,常平东,7:35,7:37,2,0:45,C 7503
10,樟木头东,7:42,7:43,1,0:52,C 7503
11,银瓶,7:46,7:48,2,0:56,C 7503
12,沥林北,7:53,7:55,2,1:03,C 7503
13,陈江南,8:01,8:03,2,1:11,C 7503
14,惠环,8:07,8:08,1,1:17,C 7503
15,龙丰,8:12,8:14,2,1:22,C 7503
16,西湖东,8:17,8:18,1,1:27,C 7503
17,云山,8:22,8:23,1,1:32,C 7503
18,小金口,8:30,-,-,1:40,C 7503
1,东莞西,-,7:10,-,0:00,C 7505
2,道滘,7:13,7:15,2,0:03,C 7505
3,西平西,7:21,7:22,1,0:11,C 7505
4,东城南,7:25,7:27,2,0:15,C 7505
5,寮步,7:32,7:34,2,0:22,C 7505
6,松山湖北,7:38,7:40,2,0:28,C 7505
7,大朗镇,7:44,7:45,1,0:34,C 7505
8,常平南,7:50,7:51,1,0:40,C 7505
9,常平东,7:55,7:57,2,0:45,C 7505
10,樟木头东,8:02,8:03,1,0:52,C 7505
11,银瓶,8:06,8:08,2,0:56,C 7505
12,沥林北,8:13,8:15,2,1:03,C 7505
13,陈江南,8:21,8:23,2,1:11,C 7505
14,惠环,8:27,8:28,1,1:17,C 7505
15,龙丰,8:32,8:34,2,1:22,C 7505
16,西湖东,8:37,8:38,1,1:27,C 7505
17,云山,8:42,8:43,1,1:32,C 7505
18,小金口,8:50,-,-,1:40,C 7505
1,小金口,-,6:30,-,0:00,C 7504
2,云山,6:35,6:37,2,0:05,C 7504
3,西湖东,6:40,6:42,2,0:10,C 7504
4,龙丰,6:45,6:46,1,0:15,C 7504
5,惠环,6:50,6:52,2,0:20,C 7504
6,陈江南,6:56,6:57,1,0:26,C 7504
7,沥林北,7:04,7:06,2,0:34,C 7504
8,银瓶,7:11,7:12,1,0:41,C 7504
9,樟木头东,7:16,7:17,1,0:46,C 7504
10,常平东,7:22,7:24,2,0:52,C 7504
11,常平南,7:28,7:29,1,0:58,C 7504
12,大朗镇,7:33,7:35,2,1:03,C 7504
13,松山湖北,7:39,7:40,1,1:09,C 7504
14,寮步,7:45,7:46,1,1:15,C 7504
15,东城南,7:52,7:53,1,1:22,C 7504
16,西平西,7:56,7:58,2,1:26,C 7504
17,道滘,8:04,8:06,2,1:34,C 7504
18,东莞西,8:10,-,-,1:40,C 7504
1,小金口,-,6:55,-,0:00,C 7506
2,云山,7:00,7:02,2,0:05,C 7506
3,西湖东,7:05,7:07,2,0:10,C 7506
4,龙丰,7:10,7:11,1,0:15,C 7506
5,惠环,7:15,7:17,2,0:20,C 7506
6,陈江南,7:21,7:22,1,0:26,C 7506
7,沥林北,7:29,7:31,2,0:34,C 7506
8,银瓶,7:36,7:37,1,0:41,C 7506
9,樟木头东,7:41,7:42,1,0:46,C 7506
10,常平东,7:47,7:49,2,0:52,C 7506
11,常平南,7:53,7:54,1,0:58,C 7506
12,大朗镇,7:58,8:00,2,1:03,C 7506
13,松山湖北,8:04,8:05,1,1:09,C 7506
14,寮步,8:10,8:11,1,1:15,C 7506
15,东城南,8:17,8:18,1,1:22,C 7506
16,西平西,8:21,8:23,2,1:26,C 7506
17,道滘,8:29,8:31,2,1:34,C 7506
18,东莞西,8:35,-,-,1:40,C 7506
1,东莞西,-,7:45,-,0:00,C 7507
2,道滘,7:48,7:50,2,0:03,C 7507
3,西平西,7:56,7:57,1,0:11,C 7507
4,东城南,8:00,8:02,2,0:15,C 7507
5,寮步,8:07,8:09,2,0:22,C 7507
6,松山湖北,8:13,8:15,2,0:28,C 7507
7,大朗镇,8:19,8:33,14,0:34,C 7507
8,常平南,8:37,8:39,2,0:52,C 7507
9,常平东,8:43,8:44,1,0:58,C 7507
10,樟木头东,8:49,8:51,2,1:04,C 7507
11,银瓶,8:54,8:55,1,1:09,C 7507
12,沥林北,9:01,9:02,1,1:16,C 7507
13,陈江南,9:09,9:10,1,1:24,C 7507
14,惠环,9:14,9:16,2,1:29,C 7507
15,龙丰,9:20,9:21,1,1:35,C 7507
16,西湖东,9:24,9:26,2,1:39,C 7507
17,云山,9:29,9:31,2,1:44,C 7507
18,小金口,9:37,-,-,1:52,C 7507
1,东莞西,-,8:05,-,0:00,C 7593
2,松山湖北,8:21,8:23,2,0:16,C 7593
3,常平南,8:30,8:31,1,0:25,C 7593
4,樟木头东,8:38,8:39,1,0:33,C 7593
5,陈江南,8:49,8:51,2,0:44,C 7593
6,西湖东,8:59,9:00,1,0:54,C 7593
7,云山,9:04,9:05,1,0:59,C 7593
8,小金口,9:12,-,-,1:07,C 7593
1,小金口,-,7:40,-,0:00,C 7594
2,云山,7:45,7:47,2,0:05,C 7594
3,西湖东,7:51,7:53,2,0:11,C 7594
4,陈江南,8:01,8:02,1,0:21,C 7594
5,常平南,8:19,8:20,1,0:39,C 7594
6,松山湖北,8:27,8:29,2,0:47,C 7594
7,寮步,8:33,8:35,2,0:53,C 7594
8,西平西,8:42,8:44,2,1:02,C 7594
9,东莞西,8:53,-,-,1:13,C 7594
1,小金口,-,7:20,-,0:00,C 7508
2,云山,7:25,7:27,2,0:05,C 7508
3,西湖东,7:30,7:32,2,0:10,C 7508
4,龙丰,7:35,7:36,1,0:15,C 7508
5,惠环,7:40,7:42,2,0:20,C 7508
6,陈江南,7:46,7:47,1,0:26,C 7508
7,沥林北,7:54,7:56,2,0:34,C 7508
8,银瓶,8:01,8:02,1,0:41,C 7508
9,樟木头东,8:06,8:07,1,0:46,C 7508
10,常平东,8:12,8:22,10,0:52,C 7508
11,常平南,8:26,8:28,2,1:06,C 7508
12,大朗镇,8:32,8:33,1,1:12,C 7508
13,松山湖北,8:37,8:39,2,1:17,C 7508
14,寮步,8:43,8:45,2,1:23,C 7508
15,东城南,8:50,8:52,2,1:30,C 7508
16,西平西,8:55,8:56,1,1:35,C 7508
17,道滘,9:03,9:04,1,1:43,C 7508
18,东莞西,9:08,-,-,1:48,C 7508
1,东莞西,-,8:25,-,0:00,C 7509
2,道滘,8:28,8:30,2,0:03,C 7509
3,西平西,8:36,8:37,1,0:11,C 7509
4,东城南,8:40,8:42,2,0:15,C 7509
5,寮步,8:47,8:49,2,0:22,C 7509
6,松山湖北,8:53,8:55,2,0:28,C 7509
7,大朗镇,8:59,9:00,1,0:34,C 7509
8,常平南,9:05,9:06,1,0:40,C 7509
9,常平东,9:10,9:12,2,0:45,C 7509
10,樟木头东,9:17,9:18,1,0:52,C 7509
11,银瓶,9:21,9:23,2,0:56,C 7509
12,沥林北,9:28,9:30,2,1:03,C 7509
13,陈江南,9:36,9:38,2,1:11,C 7509
14,惠环,9:42,9:43,1,1:17,C 7509
15,龙丰,9:47,9:49,2,1:22,C 7509
16,西湖东,9:52,9:53,1,1:27,C 7509
17,云山,9:57,9:58,1,1:32,C 7509
18,小金口,10:05,-,-,1:40,C 7509
1,小金口,-,8:05,-,0:00,C 7510
2,云山,8:10,8:12,2,0:05,C 7510
3,西湖东,8:15,8:17,2,0:10,C 7510
4,龙丰,8:20,8:21,1,0:15,C 7510
5,惠环,8:25,8:27,2,0:20,C 7510
6,陈江南,8:31,8:32,1,0:26,C 7510
7,沥林北,8:39,8:41,2,0:34,C 7510
8,银瓶,8:46,8:47,1,0:41,C 7510
9,樟木头东,8:51,8:52,1,0:46,C 7510
10,常平东,8:57,8:59,2,0:52,C 7510
11,常平南,9:03,9:04,1,0:58,C 7510
12,大朗镇,9:08,9:10,2,1:03,C 7510
13,松山湖北,9:14,9:15,1,1:09,C 7510
14,寮步,9:20,9:21,1,1:15,C 7510
15,东城南,9:27,9:28,1,1:22,C 7510
16,西平西,9:31,9:33,2,1:26,C 7510
17,道滘,9:40,9:41,1,1:35,C 7510
18,东莞西,9:45,-,-,1:40,C 7510
1,东莞西,-,8:50,-,0:00,C 7511
2,道滘,8:53,8:55,2,0:03,C 7511
3,西平西,9:01,9:02,1,0:11,C 7511
4,东城南,9:05,9:07,2,0:15,C 7511
5,寮步,9:12,9:14,2,0:22,C 7511
6,松山湖北,9:18,9:20,2,0:28,C 7511
7,大朗镇,9:24,9:25,1,0:34,C 7511
8,常平南,9:30,9:31,1,0:40,C 7511
9,常平东,9:35,9:37,2,0:45,C 7511
10,樟木头东,9:42,9:43,1,0:52,C 7511
11,银瓶,9:46,9:48,2,0:56,C 7511
12,沥林北,9:53,9:55,2,1:03,C 7511
13,陈江南,10:01,10:03,2,1:11,C 7511
14,惠环,10:07,10:08,1,1:17,C 7511
15,龙丰,10:12,10:14,2,1:22,C 7511
16,西湖东,10:17,10:18,1,1:27,C 7511
17,云山,10:22,10:23,1,1:32,C 7511
18,小金口,10:30,-,-,1:40,C 7511
1,小金口,-,8:25,-,0:00,C 7512
2,云山,8:30,8:32,2,0:05,C 7512
3,西湖东,8:35,8:37,2,0:10,C 7512
4,龙丰,8:40,8:41,1,0:15,C 7512
5,惠环,8:45,8:47,2,0:20,C 7512
6,陈江南,8:51,8:52,1,0:26,C 7512
7,沥林北,8:59,9:01,2,0:34,C 7512
8,银瓶,9:06,9:07,1,0:41,C 7512
9,樟木头东,9:11,9:12,1,0:46,C 7512
10,常平东,9:17,9:19,2,0:52,C 7512
11,常平南,9:23,9:24,1,0:58,C 7512
12,大朗镇,9:28,9:30,2,1:03,C 7512
13,松山湖北,9:34,9:35,1,1:09,C 7512
14,寮步,9:40,9:41,1,1:15,C 7512
15,东城南,9:47,9:48,1,1:22,C 7512
16,西平西,9:51,9:53,2,1:26,C 7512
17,道滘,10:00,10:01,1,1:35,C 7512
18,东莞西,10:05,-,-,1:40,C 7512
1,东莞西,-,9:10,-,0:00,C 7513
2,道滘,9:13,9:15,2,0:03,C 7513
3,西平西,9:21,9:22,1,0:11,C 7513
4,东城南,9:25,9:27,2,0:15,C 7513
5,寮步,9:32,9:34,2,0:22,C 7513
6,松山湖北,9:38,9:40,2,0:28,C 7513
7,大朗镇,9:44,9:45,1,0:34,C 7513
8,常平南,9:50,9:51,1,0:40,C 7513
9,常平东,9:55,9:57,2,0:45,C 7513
10,樟木头东,10:02,10:03,1,0:52,C 7513
11,银瓶,10:06,10:08,2,0:56,C 7513
12,沥林北,10:13,10:15,2,1:03,C 7513
13,陈江南,10:21,10:23,2,1:11,C 7513
14,惠环,10:27,10:28,1,1:17,C 7513
15,龙丰,10:32,10:34,2,1:22,C 7513
16,西湖东,10:37,10:38,1,1:27,C 7513
17,云山,10:42,10:43,1,1:32,C 7513
18,小金口,10:50,-,-,1:40,C 7513
1,小金口,-,8:45,-,0:00,C 7514
2,云山,8:50,8:52,2,0:05,C 7514
3,西湖东,8:55,8:57,2,0:10,C 7514
4,龙丰,9:00,9:01,1,0:15,C 7514
5,惠环,9:05,9:07,2,0:20,C 7514
6,陈江南,9:11,9:12,1,0:26,C 7514
7,沥林北,9:19,9:21,2,0:34,C 7514
8,银瓶,9:26,9:27,1,0:41,C 7514
9,樟木头东,9:31,9:32,1,0:46,C 7514
10,常平东,9:37,9:39,2,0:52,C 7514
11,常平南,9:43,9:44,1,0:58,C 7514
12,大朗镇,9:48,9:50,2,1:03,C 7514
13,松山湖北,9:54,9:55,1,1:09,C 7514
14,寮步,10:00,10:01,1,1:15,C 7514
15,东城南,10:07,10:08,1,1:22,C 7514
16,西平西,10:11,10:13,2,1:26,C 7514
17,道滘,10:20,10:21,1,1:35,C 7514
18,东莞西,10:25,-,-,1:40,C 7514
1,东莞西,-,9:35,-,0:00,C 7515
2,道滘,9:38,9:40,2,0:03,C 7515
3,西平西,9:46,9:47,1,0:11,C 7515
4,东城南,9:50,9:52,2,0:15,C 7515
5,寮步,9:57,9:59,2,0:22,C 7515
6,松山湖北,10:03,10:05,2,0:28,C 7515
7,大朗镇,10:09,10:10,1,0:34,C 7515
8,常平南,10:15,10:16,1,0:40,C 7515
9,常平东,10:20,10:22,2,0:45,C 7515
10,樟木头东,10:27,10:28,1,0:52,C 7515
11,银瓶,10:31,10:33,2,0:56,C 7515
12,沥林北,10:38,10:40,2,1:03,C 7515
13,陈江南,10:46,10:48,2,1:11,C 7515
14,惠环,10:52,10:53,1,1:17,C 7515
15,龙丰,10:57,10:59,2,1:22,C 7515
16,西湖东,11:02,11:03,1,1:27,C 7515
17,云山,11:07,11:08,1,1:32,C 7515
18,小金口,11:15,-,-,1:40,C 7515
1,小金口,-,9:05,-,0:00,C 7516
2,云山,9:10,9:12,2,0:05,C 7516
3,西湖东,9:15,9:17,2,0:10,C 7516
4,龙丰,9:20,9:21,1,0:15,C 7516
5,惠环,9:25,9:27,2,0:20,C 7516
6,陈江南,9:31,9:32,1,0:26,C 7516
7,沥林北,9:39,9:41,2,0:34,C 7516
8,银瓶,9:46,9:47,1,0:41,C 7516
9,樟木头东,9:51,9:52,1,0:46,C 7516
10,常平东,9:57,9:59,2,0:52,C 7516
11,常平南,10:03,10:04,1,0:58,C 7516
12,大朗镇,10:08,10:10,2,1:03,C 7516
13,松山湖北,10:14,10:15,1,1:09,C 7516
14,寮步,10:20,10:21,1,1:15,C 7516
15,东城南,10:27,10:28,1,1:22,C 7516
16,西平西,10:31,10:33,2,1:26,C 7516
17,道滘,10:40,10:41,1,1:35,C 7516
18,东莞西,10:45,-,-,1:40,C 7516
1,东莞西,-,10:00,-,0:00,C 7517
2,道滘,10:03,10:05,2,0:03,C 7517
3,西平西,10:11,10:12,1,0:11,C 7517
4,东城南,10:15,10:17,2,0:15,C 7517
5,寮步,10:22,10:24,2,0:22,C 7517
6,松山湖北,10:28,10:30,2,0:28,C 7517
7,大朗镇,10:34,10:35,1,0:34,C 7517
8,常平南,10:40,10:41,1,0:40,C 7517
9,常平东,10:45,10:47,2,0:45,C 7517
10,樟木头东,10:52,10:53,1,0:52,C 7517
11,银瓶,10:56,10:58,2,0:56,C 7517
12,沥林北,11:03,11:05,2,1:03,C 7517
13,陈江南,11:11,11:13,2,1:11,C 7517
14,惠环,11:17,11:18,1,1:17,C 7517
15,龙丰,11:22,11:24,2,1:22,C 7517
16,西湖东,11:27,11:28,1,1:27,C 7517
17,云山,11:32,11:33,1,1:32,C 7517
18,小金口,11:40,-,-,1:40,C 7517
1,小金口,-,9:35,-,0:00,C 7518
2,云山,9:40,9:42,2,0:05,C 7518
3,西湖东,9:45,9:47,2,0:10,C 7518
4,龙丰,9:50,9:51,1,0:15,C 7518
5,惠环,9:55,9:57,2,0:20,C 7518
6,陈江南,10:01,10:02,1,0:26,C 7518
7,沥林北,10:09,10:11,2,0:34,C 7518
8,银瓶,10:16,10:17,1,0:41,C 7518
9,樟木头东,10:21,10:22,1,0:46,C 7518
10,常平东,10:27,10:29,2,0:52,C 7518
11,常平南,10:33,10:34,1,0:58,C 7518
12,大朗镇,10:38,10:40,2,1:03,C 7518
13,松山湖北,10:44,10:45,1,1:09,C 7518
14,寮步,10:50,10:51,1,1:15,C 7518
15,东城南,10:57,10:58,1,1:22,C 7518
16,西平西,11:01,11:03,2,1:26,C 7518
17,道滘,11:10,11:11,1,1:35,C 7518
18,东莞西,11:15,-,-,1:40,C 7518
1,东莞西,-,10:20,-,0:00,C 7519
2,道滘,10:23,10:25,2,0:03,C 7519
3,西平西,10:31,10:32,1,0:11,C 7519
4,东城南,10:35,10:37,2,0:15,C 7519
5,寮步,10:42,10:44,2,0:22,C 7519
6,松山湖北,10:48,10:50,2,0:28,C 7519
7,大朗镇,10:54,10:55,1,0:34,C 7519
8,常平南,11:00,11:01,1,0:40,C 7519
9,常平东,11:05,11:07,2,0:45,C 7519
10,樟木头东,11:12,11:13,1,0:52,C 7519
11,银瓶,11:16,11:18,2,0:56,C 7519
12,沥林北,11:23,11:25,2,1:03,C 7519
13,陈江南,11:31,11:33,2,1:11,C 7519
14,惠环,11:37,11:38,1,1:17,C 7519
15,龙丰,11:42,11:44,2,1:22,C 7519
16,西湖东,11:47,11:48,1,1:27,C 7519
17,云山,11:52,11:53,1,1:32,C 7519
18,小金口,12:00,-,-,1:40,C 7519
1,小金口,-,9:55,-,0:00,C 7520
2,云山,10:00,10:02,2,0:05,C 7520
3,西湖东,10:05,10:07,2,0:10,C 7520
4,龙丰,10:10,10:11,1,0:15,C 7520
5,惠环,10:15,10:17,2,0:20,C 7520
6,陈江南,10:21,10:22,1,0:26,C 7520
7,沥林北,10:29,10:31,2,0:34,C 7520
8,银瓶,10:36,10:37,1,0:41,C 7520
9,樟木头东,10:41,10:42,1,0:46,C 7520
10,常平东,10:47,10:49,2,0:52,C 7520
11,常平南,10:53,10:54,1,0:58,C 7520
12,大朗镇,10:58,11:00,2,1:03,C 7520
13,松山湖北,11:04,11:05,1,1:09,C 7520
14,寮步,11:10,11:11,1,1:15,C 7520
15,东城南,11:17,11:18,1,1:22,C 7520
16,西平西,11:21,11:23,2,1:26,C 7520
17,道滘,11:30,11:31,1,1:35,C 7520
18,东莞西,11:35,-,-,1:40,C 7520
1,东莞西,-,10:40,-,0:00,C 7521
2,道滘,10:43,10:45,2,0:03,C 7521
3,西平西,10:51,10:52,1,0:11,C 7521
4,东城南,10:55,10:57,2,0:15,C 7521
5,寮步,11:02,11:04,2,0:22,C 7521
6,松山湖北,11:08,11:10,2,0:28,C 7521
7,大朗镇,11:14,11:15,1,0:34,C 7521
8,常平南,11:20,11:21,1,0:40,C 7521
9,常平东,11:25,11:27,2,0:45,C 7521
10,樟木头东,11:32,11:33,1,0:52,C 7521
11,银瓶,11:36,11:38,2,0:56,C 7521
12,沥林北,11:43,11:45,2,1:03,C 7521
13,陈江南,11:51,11:53,2,1:11,C 7521
14,惠环,11:57,11:58,1,1:17,C 7521
15,龙丰,12:02,12:04,2,1:22,C 7521
16,西湖东,12:07,12:08,1,1:27,C 7521
17,云山,12:12,12:13,1,1:32,C 7521
18,小金口,12:20,-,-,1:40,C 7521
1,东莞西,-,11:00,-,0:00,C 7523
2,道滘,11:03,11:05,2,0:03,C 7523
3,西平西,11:11,11:12,1,0:11,C 7523
4,东城南,11:15,11:17,2,0:15,C 7523
5,寮步,11:22,11:24,2,0:22,C 7523
6,松山湖北,11:28,11:30,2,0:28,C 7523
7,大朗镇,11:34,11:35,1,0:34,C 7523
8,常平南,11:40,11:41,1,0:40,C 7523
9,常平东,11:45,11:47,2,0:45,C 7523
10,樟木头东,11:52,11:53,1,0:52,C 7523
11,银瓶,11:56,11:58,2,0:56,C 7523
12,沥林北,12:03,12:05,2,1:03,C 7523
13,陈江南,12:11,12:13,2,1:11,C 7523
14,惠环,12:17,12:18,1,1:17,C 7523
15,龙丰,12:22,12:24,2,1:22,C 7523
16,西湖东,12:27,12:28,1,1:27,C 7523
17,云山,12:32,12:33,1,1:32,C 7523
18,小金口,12:40,-,-,1:40,C 7523
1,小金口,-,10:20,-,0:00,C 7522
2,云山,10:25,10:27,2,0:05,C 7522
3,西湖东,10:30,10:32,2,0:10,C 7522
4,龙丰,10:35,10:36,1,0:15,C 7522
5,惠环,10:40,10:42,2,0:20,C 7522
6,陈江南,10:46,10:47,1,0:26,C 7522
7,沥林北,10:54,10:56,2,0:34,C 7522
8,银瓶,11:01,11:02,1,0:41,C 7522
9,樟木头东,11:06,11:07,1,0:46,C 7522
10,常平东,11:12,11:14,2,0:52,C 7522
11,常平南,11:18,11:19,1,0:58,C 7522
12,大朗镇,11:23,11:25,2,1:03,C 7522
13,松山湖北,11:29,11:30,1,1:09,C 7522
14,寮步,11:35,11:36,1,1:15,C 7522
15,东城南,11:42,11:43,1,1:22,C 7522
16,西平西,11:46,11:48,2,1:26,C 7522
17,道滘,11:55,11:56,1,1:35,C 7522
18,东莞西,12:00,-,-,1:40,C 7522
1,小金口,-,10:45,-,0:00,C 7524
2,云山,10:50,10:52,2,0:05,C 7524
3,西湖东,10:55,10:57,2,0:10,C 7524
4,龙丰,11:00,11:01,1,0:15,C 7524
5,惠环,11:05,11:07,2,0:20,C 7524
6,陈江南,11:11,11:12,1,0:26,C 7524
7,沥林北,11:19,11:21,2,0:34,C 7524
8,银瓶,11:26,11:27,1,0:41,C 7524
9,樟木头东,11:31,11:32,1,0:46,C 7524
10,常平东,11:37,11:39,2,0:52,C 7524
11,常平南,11:43,11:44,1,0:58,C 7524
12,大朗镇,11:48,11:50,2,1:03,C 7524
13,松山湖北,11:54,11:55,1,1:09,C 7524
14,寮步,12:00,12:01,1,1:15,C 7524
15,东城南,12:07,12:08,1,1:22,C 7524
16,西平西,12:11,12:13,2,1:26,C 7524
17,道滘,12:20,12:21,1,1:35,C 7524
18,东莞西,12:25,-,-,1:40,C 7524
1,东莞西,-,11:30,-,0:00,C 7525
2,道滘,11:33,11:35,2,0:03,C 7525
3,西平西,11:41,11:42,1,0:11,C 7525
4,东城南,11:45,11:47,2,0:15,C 7525
5,寮步,11:52,11:54,2,0:22,C 7525
6,松山湖北,11:58,12:00,2,0:28,C 7525
7,大朗镇,12:04,12:05,1,0:34,C 7525
8,常平南,12:10,12:11,1,0:40,C 7525
9,常平东,12:15,12:17,2,0:45,C 7525
10,樟木头东,12:22,12:23,1,0:52,C 7525
11,银瓶,12:26,12:28,2,0:56,C 7525
12,沥林北,12:33,12:35,2,1:03,C 7525
13,陈江南,12:41,12:43,2,1:11,C 7525
14,惠环,12:47,12:48,1,1:17,C 7525
15,龙丰,12:52,12:54,2,1:22,C 7525
16,西湖东,12:57,12:58,1,1:27,C 7525
17,云山,13:02,13:03,1,1:32,C 7525
18,小金口,13:10,-,-,1:40,C 7525
1,小金口,-,11:05,-,0:00,C 7526
2,云山,11:10,11:12,2,0:05,C 7526
3,西湖东,11:15,11:17,2,0:10,C 7526
4,龙丰,11:20,11:21,1,0:15,C 7526
5,惠环,11:25,11:27,2,0:20,C 7526
6,陈江南,11:31,11:32,1,0:26,C 7526
7,沥林北,11:39,11:41,2,0:34,C 7526
8,银瓶,11:46,11:47,1,0:41,C 7526
9,樟木头东,11:51,11:52,1,0:46,C 7526
10,常平东,11:57,11:59,2,0:52,C 7526
11,常平南,12:03,12:04,1,0:58,C 7526
12,大朗镇,12:08,12:10,2,1:03,C 7526
13,松山湖北,12:14,12:15,1,1:09,C 7526
14,寮步,12:20,12:21,1,1:15,C 7526
15,东城南,12:27,12:28,1,1:22,C 7526
16,西平西,12:31,12:33,2,1:26,C 7526
17,道滘,12:40,12:41,1,1:35,C 7526
18,东莞西,12:45,-,-,1:40,C 7526
1,东莞西,-,11:50,-,0:00,C 7527
2,道滘,11:53,11:55,2,0:03,C 7527
3,西平西,12:01,12:02,1,0:11,C 7527
4,东城南,12:05,12:07,2,0:15,C 7527
5,寮步,12:12,12:14,2,0:22,C 7527
6,松山湖北,12:18,12:20,2,0:28,C 7527
7,大朗镇,12:24,12:25,1,0:34,C 7527
8,常平南,12:30,12:31,1,0:40,C 7527
9,常平东,12:35,12:37,2,0:45,C 7527
10,樟木头东,12:42,12:43,1,0:52,C 7527
11,银瓶,12:46,12:48,2,0:56,C 7527
12,沥林北,12:53,12:55,2,1:03,C 7527
13,陈江南,13:01,13:03,2,1:11,C 7527
14,惠环,13:07,13:08,1,1:17,C 7527
15,龙丰,13:12,13:14,2,1:22,C 7527
16,西湖东,13:17,13:18,1,1:27,C 7527
17,云山,13:22,13:23,1,1:32,C 7527
18,小金口,13:30,-,-,1:40,C 7527
1,小金口,-,11:30,-,0:00,C 7528
2,云山,11:35,11:37,2,0:05,C 7528
