traincode,station,arr,dep,time,line,state
C 6947,古镇,0,1,114,江门线-深湛线200km/h,middle
C 6947,江门东,1,0,118,江门线-深湛线200km/h,middle
C 6947,江门东,0,1,118,江门线-深湛线200km/h,middle
C 6947,新会,1,0,120,江门线-深湛线200km/h,middle
C 6947,新会,0,1,120,江门线-深湛线200km/h,last
C 6949,广州南,0,1,103,广珠城际线A200km/h,first
C 6949,北滘,1,0,109,广珠城际线A200km/h,middle
C 6949,北滘,0,1,109,广珠城际线A200km/h,middle
C 6949,顺德,1,0,111,广珠城际线A200km/h,middle
C 6949,顺德,0,1,111,广珠城际线A200km/h,middle
C 6949,顺德学院,1,0,115,广珠城际线A200km/h,middle
C 6949,顺德学院,0,1,115,广珠城际线A200km/h,middle
C 6949,容桂,1,0,118,广珠城际线A200km/h,middle
C 6949,容桂,0,1,118,广珠城际线A200km/h,last
C 6994,阳江,0,1,70,江门线-深湛线200km/h,first
C 6994,阳东,1,0,79,江门线-深湛线200km/h,middle
C 6994,阳东,0,1,79,江门线-深湛线200km/h,middle
C 6994,恩平,1,0,91,江门线-深湛线200km/h,middle
C 6994,恩平,0,1,91,江门线-深湛线200km/h,middle
C 6994,开平南,1,0,104,江门线-深湛线200km/h,middle
C 6994,开平南,0,1,106,江门线-深湛线200km/h,middle
C 6994,台山,1,0,114,江门线-深湛线200km/h,middle
C 6994,台山,0,1,114,江门线-深湛线200km/h,middle
C 6994,双水镇,1,0,119,江门线-深湛线200km/h,middle
C 6994,双水镇,0,1,119,江门线-深湛线200km/h,last
C 7006,深圳,0,1,3,广深线140~180km/h,first
C 7006,深圳东,1,0,8,广深线140~180km/h,middle
C 7006,深圳东,0,1,8,广深线140~180km/h,middle
C 7006,平湖,1,0,12,广深线140~180km/h,middle
C 7006,平湖,0,1,12,广深线140~180km/h,middle
C 7006,樟木头,1,0,26,广深线140~180km/h,middle
C 7006,樟木头,0,1,28,广深线140~180km/h,middle
C 7006,常平,1,0,32,广深线140~180km/h,middle
C 7006,常平,0,1,34,广深线140~180km/h,middle
C 7006,东莞,1,0,44,广深线140~180km/h,middle
C 7006,东莞,0,1,46,广深线140~180km/h,middle
C 7006,新塘南,1,0,57,广深线140~180km/h,middle
C 7006,新塘南,0,1,57,广深线140~180km/h,middle
C 7006,石牌,1,0,68,广深线140~180km/h,middle
C 7006,石牌,0,1,68,广深线140~180km/h,middle
C 7006,广州东,1,0,77,广深线140~180km/h,last
C 7039,东莞,1,0,4,广深线140~180km/h,first
C 7039,东莞,0,1,6,广深线140~180km/h,middle
C 7039,常平,1,0,16,广深线140~180km/h,middle
C 7039,常平,0,1,18,广深线140~180km/h,middle
C 7039,樟木头,1,0,23,广深线140~180km/h,middle
C 7039,樟木头,0,1,23,广深线140~180km/h,middle
C 7039,平湖,1,0,31,广深线140~180km/h,middle
C 7039,平湖,0,1,32,广深线140~180km/h,middle
C 7039,深圳东,1,0,36,广深线140~180km/h,middle
C 7039,深圳东,0,1,36,广深线140~180km/h,middle
C 7039,深圳,1,0,46,广深线140~180km/h,last
C 7040,深圳,0,1,66,广深线140~180km/h,first
C 7040,深圳东,1,0,71,广深线140~180km/h,middle
C 7040,深圳东,0,1,71,广深线140~180km/h,middle
C 7040,平湖,1,0,75,广深线140~180km/h,middle
C 7040,平湖,0,1,75,广深线140~180km/h,middle
C 7040,樟木头,1,0,83,广深线140~180km/h,middle
C 7040,樟木头,0,1,83,广深线140~180km/h,middle
C 7040,常平,1,0,87,广深线140~180km/h,middle
C 7040,常平,0,1,87,广深线140~180km/h,middle
C 7040,东莞,1,0,93,广深线140~180km/h,middle
C 7040,东莞,0,1,93,广深线140~180km/h,middle
C 7040,新塘南,1,0,103,广深线140~180km/h,middle
C 7040,新塘南,0,1,103,广深线140~180km/h,middle
C 7040,石牌,1,0,113,广深线140~180km/h,middle
C 7040,石牌,0,1,113,广深线140~180km/h,last
C 7049,常平,1,0,3,广深线140~180km/h,first
C 7049,常平,0,1,3,广深线140~180km/h,middle
C 7049,樟木头,1,0,10,广深线140~180km/h,middle
C 7049,樟木头,0,1,15,广深线140~180km/h,middle
C 7049,平湖,1,0,25,广深线140~180km/h,middle
C 7049,平湖,0,1,26,广深线140~180km/h,middle
C 7049,深圳东,1,0,30,广深线140~180km/h,middle
C 7049,深圳东,0,1,30,广深线140~180km/h,middle
C 7049,深圳,1,0,38,广深线140~180km/h,last
C 7050,深圳,0,1,55,广深线140~180km/h,first
C 7050,深圳东,1,0,60,广深线140~180km/h,middle
C 7050,深圳东,0,1,60,广深线140~180km/h,middle
C 7050,平湖,1,0,66,广深线140~180km/h,middle
C 7050,平湖,0,1,68,广深线140~180km/h,middle
C 7050,樟木头,1,0,77,广深线140~180km/h,middle
C 7050,樟木头,0,1,77,广深线140~180km/h,middle
C 7050,常平,1,0,83,广深线140~180km/h,middle
C 7050,常平,0,1,95,广深线140~180km/h,middle
C 7050,东莞,1,0,105,广深线140~180km/h,last
C 7059,新塘南,1,0,0,广深线140~180km/h,first
C 7059,新塘南,0,1,0,广深线140~180km/h,middle
C 7059,东莞,1,0,13,广深线140~180km/h,middle
C 7059,东莞,0,1,15,广深线140~180km/h,middle
C 7059,常平,1,0,25,广深线140~180km/h,middle
C 7059,常平,0,1,27,广深线140~180km/h,middle
C 7059,樟木头,1,0,34,广深线140~180km/h,middle
C 7059,樟木头,0,1,36,广深线140~180km/h,middle
C 7059,平湖,1,0,45,广深线140~180km/h,middle
C 7059,平湖,0,1,45,广深线140~180km/h,middle
C 7059,深圳东,1,0,49,广深线140~180km/h,middle
C 7059,深圳东,0,1,49,广深线140~180km/h,middle
C 7059,深圳,1,0,60,广深线140~180km/h,last
C 7060,深圳,0,1,87,广深线140~180km/h,first
C 7060,深圳东,1,0,92,广深线140~180km/h,middle
C 7060,深圳东,0,1,92,广深线140~180km/h,middle
C 7060,平湖,1,0,98,广深线140~180km/h,middle
C 7060,平湖,0,1,100,广深线140~180km/h,middle
C 7060,樟木头,1,0,108,广深线140~180km/h,middle
C 7060,樟木头,0,1,110,广深线140~180km/h,middle
C 7060,常平,1,0,116,广深线140~180km/h,middle
C 7060,常平,0,1,118,广深线140~180km/h,last
C 7068,樟木头,1,0,3,广深线140~180km/h,first
C 7068,樟木头,0,1,5,广深线140~180km/h,middle
C 7068,常平,1,0,9,广深线140~180km/h,middle
C 7068,常平,0,1,11,广深线140~180km/h,middle
C 7068,东莞,1,0,21,广深线140~180km/h,middle
C 7068,东莞,0,1,29,广深线140~180km/h,middle
C 7068,新塘南,1,0,40,广深线140~180km/h,middle
C 7068,新塘南,0,1,40,广深线140~180km/h,middle
C 7068,石牌,1,0,50,广深线140~180km/h,middle
C 7068,石牌,0,1,50,广深线140~180km/h,middle
C 7068,广州东,1,0,59,广深线140~180km/h,middle
C 7068,广州东,0,1,66,广深线140~180km/h,middle
C 7068,广州,1,0,75,广深线140~180km/h,last
C 7069,广州,0,1,101,广深线140~180km/h,first
C 7069,广州东,1,0,111,广深线140~180km/h,last
C 7077,广州,0,1,17,广深线140~180km/h,first
C 7077,广州东,1,0,27,广深线140~180km/h,middle
C 7077,广州东,0,1,39,广深线140~180km/h,middle
C 7077,石牌,1,0,42,广深线140~180km/h,middle
C 7077,石牌,0,1,42,广深线140~180km/h,middle
C 7077,新塘南,1,0,52,广深线140~180km/h,middle
C 7077,新塘南,0,1,52,广深线140~180km/h,middle
C 7077,东莞,1,0,65,广深线140~180km/h,middle
C 7077,东莞,0,1,67,广深线140~180km/h,middle
C 7077,常平,1,0,77,广深线140~180km/h,middle
C 7077,常平,0,1,79,广深线140~180km/h,middle
C 7077,樟木头,1,0,86,广深线140~180km/h,middle
C 7077,樟木头,0,1,86,广深线140~180km/h,middle
C 7077,平湖,1,0,95,广深线140~180km/h,middle
C 7077,平湖,0,1,97,广深线140~180km/h,middle
C 7077,深圳东,1,0,104,广深线140~180km/h,middle
C 7077,深圳东,0,1,104,广深线140~180km/h,middle
C 7077,深圳,1,0,111,广深线140~180km/h,last
C 7083,广州东,0,1,28,广深线140~180km/h,first
C 7083,石牌,1,0,31,广深线140~180km/h,middle
C 7083,石牌,0,1,31,广深线140~180km/h,middle
C 7083,新塘南,1,0,43,广深线140~180km/h,middle
C 7083,新塘南,0,1,43,广深线140~180km/h,middle
C 7083,东莞,1,0,54,广深线140~180km/h,middle
C 7083,东莞,0,1,56,广深线140~180km/h,middle
C 7083,常平,1,0,66,广深线140~180km/h,middle
C 7083,常平,0,1,68,广深线140~180km/h,middle
C 7083,樟木头,1,0,73,广深线140~180km/h,middle
C 7083,樟木头,0,1,74,广深线140~180km/h,middle
C 7083,平湖,1,0,84,广深线140~180km/h,middle
C 7083,平湖,0,1,84,广深线140~180km/h,middle
C 7083,深圳东,1,0,88,广深线140~180km/h,middle
C 7083,深圳东,0,1,88,广深线140~180km/h,middle
C 7083,深圳,1,0,97,广深线140~180km/h,last
C 7095,石牌,1,0,3,广深线140~180km/h,first
C 7095,石牌,0,1,3,广深线140~180km/h,middle
C 7095,新塘南,1,0,14,广深线140~180km/h,middle
C 7095,新塘南,0,1,14,广深线140~180km/h,middle
C 7095,东莞,1,0,24,广深线140~180km/h,middle
C 7095,东莞,0,1,26,广深线140~180km/h,middle
C 7095,常平,1,0,35,广深线140~180km/h,middle
C 7095,常平,0,1,50,广深线140~180km/h,middle
C 7095,樟木头,1,0,55,广深线140~180km/h,middle
C 7095,樟木头,0,1,56,广深线140~180km/h,middle
C 7095,平湖,1,0,69,广深线140~180km/h,middle
C 7095,平湖,0,1,71,广深线140~180km/h,middle
C 7095,深圳东,1,0,75,广深线140~180km/h,middle
C 7095,深圳东,0,1,75,广深线140~180km/h,middle
C 7095,深圳,1,0,79,广深线140~180km/h,last
C 7096,深圳,0,1,104,广深线140~180km/h,first
C 7096,深圳东,1,0,110,广深线140~180km/h,middle
C 7096,深圳东,0,1,110,广深线140~180km/h,middle
C 7096,平湖,1,0,116,广深线140~180km/h,middle
C 7096,平湖,0,1,118,广深线140~180km/h,last
C 7102,肇庆,0,1,8,广佛肇城际线200km/h,first
C 7102,端州,1,0,14,广佛肇城际线200km/h,middle
C 7102,端州,0,1,14,广佛肇城际线200km/h,middle
C 7102,鼎湖山,1,0,17,广佛肇城际线200km/h,middle
C 7102,鼎湖山,0,1,17,广佛肇城际线200km/h,middle
C 7102,鼎湖东,1,0,20,广佛肇城际线200km/h,middle
C 7102,鼎湖东,0,1,20,广佛肇城际线200km/h,middle
C 7102,四会,1,0,25,广佛肇城际线200km/h,middle
C 7102,四会,0,1,25,广佛肇城际线200km/h,middle
C 7102,大旺,1,0,28,广佛肇城际线200km/h,middle
C 7102,大旺,0,1,28,广佛肇城际线200km/h,middle
C 7102,云东海,1,0,30,广佛肇城际线200km/h,middle
C 7102,云东海,0,1,30,广佛肇城际线200km/h,middle
C 7102,三水北,1,0,35,广佛肇城际线200km/h,middle
C 7102,三水北,0,1,35,广佛肇城际线200km/h,middle
C 7102,狮山北,1,0,37,广佛肇城际线200km/h,middle
C 7102,狮山北,0,1,37,广佛肇城际线200km/h,middle
C 7102,狮山,1,0,39,广佛肇城际线200km/h,middle
C 7102,狮山,0,1,39,广佛肇城际线200km/h,middle
C 7102,佛山西,1,0,42,广佛肇城际线200km/h,middle
C 7102,佛山西,0,1,42,广深线140~180km/h,middle
C 7102,广州,1,0,68,广深线140~180km/h,middle
C 7102,广州,0,1,73,广深线140~180km/h,middle
C 7102,广州东,1,0,83,广深线140~180km/h,middle
C 7102,广州东,0,1,88,广深线140~180km/h,middle
C 7102,石牌,1,0,91,广深线140~180km/h,middle
C 7102,石牌,0,1,91,广深线140~180km/h,middle
C 7102,新塘南,1,0,106,广深线140~180km/h,middle
C 7102,新塘南,0,1,106,广深线140~180km/h,middle
C 7102,东莞,1,0,116,广深线140~180km/h,middle
C 7102,东莞,0,1,118,广深线140~180km/h,last
C 7114,新塘南,1,0,8,广深线140~180km/h,first
C 7114,新塘南,0,1,8,广深线140~180km/h,middle
C 7114,石牌,1,0,18,广深线140~180km/h,middle
C 7114,石牌,0,1,18,广深线140~180km/h,middle
C 7114,广州东,1,0,30,广深线140~180km/h,last
C 7115,广州东,0,1,57,广深线140~180km/h,first
C 7115,石牌,1,0,60,广深线140~180km/h,middle
C 7115,石牌,0,1,60,广深线140~180km/h,middle
C 7115,新塘南,1,0,70,广深线140~180km/h,middle
C 7115,新塘南,0,1,78,广深线140~180km/h,middle
C 7115,东莞,1,0,88,广深线140~180km/h,middle
C 7115,东莞,0,1,90,广深线140~180km/h,middle
C 7115,常平,1,0,96,广深线140~180km/h,middle
C 7115,常平,0,1,98,广深线140~180km/h,middle
C 7115,樟木头,1,0,102,广深线140~180km/h,middle
C 7115,樟木头,0,1,102,广深线140~180km/h,middle
C 7115,平湖,1,0,113,广深线140~180km/h,middle
C 7115,平湖,0,1,115,广深线140~180km/h,last
C 7211,广州南,0,1,43,广珠城际线A200km/h,first
C 7211,北滘,1,0,50,广珠城际线A200km/h,middle
C 7211,北滘,0,1,50,广珠城际线A200km/h,middle
C 7211,顺德,1,0,54,广珠城际线A200km/h,middle
C 7211,顺德,0,1,54,广珠城际线A200km/h,middle
C 7211,顺德学院,1,0,57,广珠城际线A200km/h,middle
C 7211,顺德学院,0,1,57,广珠城际线A200km/h,middle
C 7211,容桂,1,0,60,广珠城际线A200km/h,middle
C 7211,容桂,0,1,61,广珠城际线A200km/h,middle
C 7211,南头,1,0,64,广珠城际线A200km/h,middle
C 7211,南头,0,1,64,广珠城际线A200km/h,middle
C 7211,小榄,1,0,67,广珠城际线A200km/h,middle
C 7211,小榄,0,1,67,江门线-深湛线200km/h,middle
C 7211,古镇,1,0,70,江门线-深湛线200km/h,middle
C 7211,古镇,0,1,70,江门线-深湛线200km/h,middle
C 7211,江门东,1,0,74,江门线-深湛线200km/h,middle
C 7211,江门东,0,1,74,江门线-深湛线200km/h,middle
C 7211,新会,1,0,76,江门线-深湛线200km/h,middle
C 7211,新会,0,1,76,江门线-深湛线200km/h,middle
C 7211,江门,1,0,79,江门线-深湛线200km/h,middle
C 7211,江门,0,1,82,江门线-深湛线200km/h,middle
C 7211,双水镇,1,0,92,江门线-深湛线200km/h,middle
C 7211,双水镇,0,1,94,江门线-深湛线200km/h,middle
C 7211,台山,1,0,100,江门线-深湛线200km/h,middle
C 7211,台山,0,1,100,江门线-深湛线200km/h,middle
C 7211,开平南,1,0,107,江门线-深湛线200km/h,middle
C 7211,开平南,0,1,109,江门线-深湛线200km/h,middle
C 7211,恩平,1,0,119,江门线-深湛线200km/h,middle
C 7211,恩平,0,1,119,江门线-深湛线200km/h,last
C 7531,龙丰,1,0,3,广惠城际线东小段200km/h,first
C 7531,龙丰,0,1,5,广惠城际线东小段200km/h,middle
C 7531,西湖东,1,0,8,广惠城际线东小段200km/h,middle
C 7531,西湖东,0,1,9,广惠城际线东小段200km/h,middle
C 7531,云山,1,0,12,广惠城际线东小段200km/h,middle
C 7531,云山,0,1,13,广惠城际线东小段200km/h,middle
C 7531,小金口,1,0,20,广惠城际线东小段200km/h,last
C 7533,沥林北,1,0,3,广惠城际线东小段200km/h,first
C 7533,沥林北,0,1,5,广惠城际线东小段200km/h,middle
C 7533,陈江南,1,0,11,广惠城际线东小段200km/h,middle
C 7533,陈江南,0,1,13,广惠城际线东小段200km/h,middle
C 7533,惠环,1,0,17,广惠城际线东小段200km/h,middle
C 7533,惠环,0,1,18,广惠城际线东小段200km/h,middle
C 7533,龙丰,1,0,22,广惠城际线东小段200km/h,middle
C 7533,龙丰,0,1,24,广惠城际线东小段200km/h,middle
C 7533,西湖东,1,0,27,广惠城际线东小段200km/h,middle
C 7533,西湖东,0,1,28,广惠城际线东小段200km/h,middle
C 7533,云山,1,0,32,广惠城际线东小段200km/h,middle
C 7533,云山,0,1,33,广惠城际线东小段200km/h,middle
C 7533,小金口,1,0,40,广惠城际线东小段200km/h,last
C 7534,东城南,0,1,0,广惠城际线东小段200km/h,first
C 7534,西平西,1,0,4,广惠城际线东小段200km/h,middle
C 7534,西平西,0,1,6,广惠城际线东小段200km/h,middle
C 7534,道滘,1,0,12,广惠城际线东小段200km/h,middle
C 7534,道滘,0,1,13,广惠城际线东小段200km/h,middle
C 7534,东莞西,1,0,17,广惠城际线东小段200km/h,last
C 7535,大朗镇,0,1,0,广惠城际线东小段200km/h,first
C 7535,常平南,1,0,5,广惠城际线东小段200km/h,middle
C 7535,常平南,0,1,6,广惠城际线东小段200km/h,middle
C 7535,常平东,1,0,10,广惠城际线东小段200km/h,middle
C 7535,常平东,0,1,12,广惠城际线东小段200km/h,middle
C 7535,樟木头东,1,0,17,广惠城际线东小段200km/h,middle
C 7535,樟木头东,0,1,18,广惠城际线东小段200km/h,middle
C 7535,银瓶,1,0,22,广惠城际线东小段200km/h,middle
C 7535,银瓶,0,1,24,广惠城际线东小段200km/h,middle
C 7535,沥林北,1,0,29,广惠城际线东小段200km/h,middle
C 7535,沥林北,0,1,31,广惠城际线东小段200km/h,middle
C 7535,陈江南,1,0,36,广惠城际线东小段200km/h,middle
C 7535,陈江南,0,1,38,广惠城际线东小段200km/h,middle
C 7535,惠环,1,0,42,广惠城际线东小段200km/h,middle
C 7535,惠环,0,1,43,广惠城际线东小段200km/h,middle
C 7535,龙丰,1,0,47,广惠城际线东小段200km/h,middle
C 7535,龙丰,0,1,49,广惠城际线东小段200km/h,middle
C 7535,西湖东,1,0,52,广惠城际线东小段200km/h,middle
C 7535,西湖东,0,1,53,广惠城际线东小段200km/h,middle
C 7535,云山,1,0,57,广惠城际线东小段200km/h,middle
C 7535,云山,0,1,58,广惠城际线东小段200km/h,middle
C 7535,小金口,1,0,65,广惠城际线东小段200km/h,last
C 7536,大朗镇,1,0,3,广惠城际线东小段200km/h,first
C 7536,大朗镇,0,1,5,广惠城际线东小段200km/h,middle
C 7536,松山湖北,1,0,9,广惠城际线东小段200km/h,middle
C 7536,松山湖北,0,1,10,广惠城际线东小段200km/h,middle
C 7536,寮步,1,0,15,广惠城际线东小段200km/h,middle
C 7536,寮步,0,1,17,广惠城际线东小段200km/h,middle
C 7536,东城南,1,0,22,广惠城际线东小段200km/h,middle
C 7536,东城南,0,1,23,广惠城际线东小段200km/h,middle
C 7536,西平西,1,0,26,广惠城际线东小段200km/h,middle
C 7536,西平西,0,1,33,广惠城际线东小段200km/h,middle
C 7536,道滘,1,0,39,广惠城际线东小段200km/h,middle
C 7536,道滘,0,1,40,广惠城际线东小段200km/h,middle
C 7536,东莞西,1,0,43,广惠城际线东小段200km/h,last
C 7537,西平西,1,0,1,广惠城际线东小段200km/h,first
C 7537,西平西,0,1,2,广惠城际线东小段200km/h,middle
C 7537,东城南,1,0,5,广惠城际线东小段200km/h,middle
C 7537,东城南,0,1,7,广惠城际线东小段200km/h,middle
C 7537,寮步,1,0,12,广惠城际线东小段200km/h,middle
C 7537,寮步,0,1,14,广惠城际线东小段200km/h,middle
C 7537,松山湖北,1,0,18,广惠城际线东小段200km/h,middle
C 7537,松山湖北,0,1,20,广惠城际线东小段200km/h,middle
C 7537,大朗镇,1,0,24,广惠城际线东小段200km/h,middle
C 7537,大朗镇,0,1,25,广惠城际线东小段200km/h,middle
C 7537,常平南,1,0,30,广惠城际线东小段200km/h,middle
C 7537,常平南,0,1,31,广惠城际线东小段200km/h,middle
C 7537,常平东,1,0,35,广惠城际线东小段200km/h,middle
C 7537,常平东,0,1,37,广惠城际线东小段200km/h,middle
C 7537,樟木头东,1,0,42,广惠城际线东小段200km/h,middle
C 7537,樟木头东,0,1,43,广惠城际线东小段200km/h,middle
C 7537,银瓶,1,0,47,广惠城际线东小段200km/h,middle
C 7537,银瓶,0,1,49,广惠城际线东小段200km/h,middle
C 7537,沥林北,1,0,54,广惠城际线东小段200km/h,middle
C 7537,沥林北,0,1,56,广惠城际线东小段200km/h,middle
C 7537,陈江南,1,0,64,广惠城际线东小段200km/h,middle
C 7537,陈江南,0,1,66,广惠城际线东小段200km/h,middle
C 7537,惠环,1,0,70,广惠城际线东小段200km/h,middle
C 7537,惠环,0,1,71,广惠城际线东小段200km/h,middle
C 7537,龙丰,1,0,74,广惠城际线东小段200km/h,middle
C 7537,龙丰,0,1,76,广惠城际线东小段200km/h,middle
C 7537,西湖东,1,0,79,广惠城际线东小段200km/h,middle
C 7537,西湖东,0,1,80,广惠城际线东小段200km/h,middle
C 7537,云山,1,0,83,广惠城际线东小段200km/h,middle
C 7537,云山,0,1,84,广惠城际线东小段200km/h,middle
C 7537,小金口,1,0,90,广惠城际线东小段200km/h,last
C 7538,沥林北,1,0,0,广惠城际线东小段200km/h,first
C 7538,沥林北,0,1,2,广惠城际线东小段200km/h,middle
C 7538,银瓶,1,0,7,广惠城际线东小段200km/h,middle
C 7538,银瓶,0,1,8,广惠城际线东小段200km/h,middle
C 7538,樟木头东,1,0,12,广惠城际线东小段200km/h,middle
C 7538,樟木头东,0,1,13,广惠城际线东小段200km/h,middle
C 7538,常平东,1,0,18,广惠城际线东小段200km/h,middle
C 7538,常平东,0,1,20,广惠城际线东小段200km/h,middle
C 7538,常平南,1,0,24,广惠城际线东小段200km/h,middle
C 7538,常平南,0,1,25,广惠城际线东小段200km/h,middle
C 7538,大朗镇,1,0,29,广惠城际线东小段200km/h,middle
C 7538,大朗镇,0,1,31,广惠城际线东小段200km/h,middle
C 7538,松山湖北,1,0,35,广惠城际线东小段200km/h,middle
C 7538,松山湖北,0,1,36,广惠城际线东小段200km/h,middle
C 7538,寮步,1,0,43,广惠城际线东小段200km/h,middle
C 7538,寮步,0,1,45,广惠城际线东小段200km/h,middle
C 7538,东城南,1,0,50,广惠城际线东小段200km/h,middle
C 7538,东城南,0,1,52,广惠城际线东小段200km/h,middle
C 7538,西平西,1,0,55,广惠城际线东小段200km/h,middle
C 7538,西平西,0,1,57,广惠城际线东小段200km/h,middle
C 7538,道滘,1,0,63,广惠城际线东小段200km/h,middle
C 7538,道滘,0,1,64,广惠城际线东小段200km/h,middle
C 7538,东莞西,1,0,67,广惠城际线东小段200km/h,last
C 7539,东莞西,0,1,18,广惠城际线东小段200km/h,first
C 7539,道滘,1,0,21,广惠城际线东小段200km/h,middle
C 7539,道滘,0,1,23,广惠城际线东小段200km/h,middle
C 7539,西平西,1,0,29,广惠城际线东小段200km/h,middle
C 7539,西平西,0,1,30,广惠城际线东小段200km/h,middle
C 7539,东城南,1,0,33,广惠城际线东小段200km/h,middle
C 7539,东城南,0,1,35,广惠城际线东小段200km/h,middle
C 7539,寮步,1,0,40,广惠城际线东小段200km/h,middle
C 7539,寮步,0,1,42,广惠城际线东小段200km/h,middle
C 7539,松山湖北,1,0,46,广惠城际线东小段200km/h,middle
C 7539,松山湖北,0,1,48,广惠城际线东小段200km/h,middle
C 7539,大朗镇,1,0,52,广惠城际线东小段200km/h,middle
C 7539,大朗镇,0,1,54,广惠城际线东小段200km/h,middle
C 7539,常平南,1,0,58,广惠城际线东小段200km/h,middle
C 7539,常平南,0,1,59,广惠城际线东小段200km/h,middle
C 7539,常平东,1,0,66,广惠城际线东小段200km/h,middle
C 7539,常平东,0,1,68,广惠城际线东小段200km/h,middle
C 7539,樟木头东,1,0,73,广惠城际线东小段200km/h,middle
C 7539,樟木头东,0,1,74,广惠城际线东小段200km/h,middle
C 7539,银瓶,1,0,79,广惠城际线东小段200km/h,middle
C 7539,银瓶,0,1,81,广惠城际线东小段200km/h,middle
C 7539,沥林北,1,0,86,广惠城际线东小段200km/h,middle
C 7539,沥林北,0,1,88,广惠城际线东小段200km/h,middle
C 7539,陈江南,1,0,92,广惠城际线东小段200km/h,middle
C 7539,陈江南,0,1,94,广惠城际线东小段200km/h,middle
C 7539,惠环,1,0,98,广惠城际线东小段200km/h,middle
C 7539,惠环,0,1,99,广惠城际线东小段200km/h,middle
C 7539,龙丰,1,0,102,广惠城际线东小段200km/h,middle
C 7539,龙丰,0,1,104,广惠城际线东小段200km/h,middle
C 7539,西湖东,1,0,107,广惠城际线东小段200km/h,middle
C 7539,西湖东,0,1,108,广惠城际线东小段200km/h,middle
C 7539,云山,1,0,113,广惠城际线东小段200km/h,middle
C 7539,云山,0,1,115,广惠城际线东小段200km/h,middle
C 7539,小金口,1,0,120,广惠城际线东小段200km/h,last
C 7540,龙丰,1,0,0,广惠城际线东小段200km/h,first
C 7540,龙丰,0,1,1,广惠城际线东小段200km/h,middle
C 7540,惠环,1,0,5,广惠城际线东小段200km/h,middle
C 7540,惠环,0,1,7,广惠城际线东小段200km/h,middle
C 7540,陈江南,1,0,14,广惠城际线东小段200km/h,middle
C 7540,陈江南,0,1,16,广惠城际线东小段200km/h,middle
C 7540,沥林北,1,0,20,广惠城际线东小段200km/h,middle
C 7540,沥林北,0,1,22,广惠城际线东小段200km/h,middle
C 7540,银瓶,1,0,27,广惠城际线东小段200km/h,middle
C 7540,银瓶,0,1,28,广惠城际线东小段200km/h,middle
C 7540,樟木头东,1,0,32,广惠城际线东小段200km/h,middle
C 7540,樟木头东,0,1,33,广惠城际线东小段200km/h,middle
C 7540,常平东,1,0,38,广惠城际线东小段200km/h,middle
C 7540,常平东,0,1,40,广惠城际线东小段200km/h,middle
C 7540,常平南,1,0,44,广惠城际线东小段200km/h,middle
C 7540,常平南,0,1,45,广惠城际线东小段200km/h,middle
C 7540,大朗镇,1,0,49,广惠城际线东小段200km/h,middle
C 7540,大朗镇,0,1,51,广惠城际线东小段200km/h,middle
C 7540,松山湖北,1,0,55,广惠城际线东小段200km/h,middle
C 7540,松山湖北,0,1,56,广惠城际线东小段200km/h,middle
C 7540,寮步,1,0,60,广惠城际线东小段200km/h,middle
C 7540,寮步,0,1,61,广惠城际线东小段200km/h,middle
C 7540,东城南,1,0,67,广惠城际线东小段200km/h,middle
C 7540,东城南,0,1,68,广惠城际线东小段200km/h,middle
C 7540,西平西,1,0,71,广惠城际线东小段200km/h,middle
C 7540,西平西,0,1,73,广惠城际线东小段200km/h,middle
C 7540,道滘,1,0,80,广惠城际线东小段200km/h,middle
C 7540,道滘,0,1,81,广惠城际线东小段200km/h,middle
C 7540,东莞西,1,0,85,广惠城际线东小段200km/h,last
C 7541,东莞西,0,1,32,广惠城际线东小段200km/h,first
C 7541,道滘,1,0,35,广惠城际线东小段200km/h,middle
C 7541,道滘,0,1,37,广惠城际线东小段200km/h,middle
C 7541,西平西,1,0,43,广惠城际线东小段200km/h,middle
C 7541,西平西,0,1,44,广惠城际线东小段200km/h,middle
C 7541,东城南,1,0,47,广惠城际线东小段200km/h,middle
C 7541,东城南,0,1,49,广惠城际线东小段200km/h,middle
C 7541,寮步,1,0,54,广惠城际线东小段200km/h,middle
C 7541,寮步,0,1,56,广惠城际线东小段200km/h,middle
C 7541,松山湖北,1,0,60,广惠城际线东小段200km/h,middle
C 7541,松山湖北,0,1,62,广惠城际线东小段200km/h,middle
C 7541,大朗镇,1,0,66,广惠城际线东小段200km/h,middle
C 7541,大朗镇,0,1,67,广惠城际线东小段200km/h,middle
C 7541,常平南,1,0,72,广惠城际线东小段200km/h,middle
C 7541,常平南,0,1,73,广惠城际线东小段200km/h,middle
C 7541,常平东,1,0,77,广惠城际线东小段200km/h,middle
C 7541,常平东,0,1,79,广惠城际线东小段200km/h,middle
C 7541,樟木头东,1,0,84,广惠城际线东小段200km/h,middle
C 7541,樟木头东,0,1,85,广惠城际线东小段200km/h,middle
C 7541,银瓶,1,0,89,广惠城际线东小段200km/h,middle
C 7541,银瓶,0,1,91,广惠城际线东小段200km/h,middle
C 7541,沥林北,1,0,96,广惠城际线东小段200km/h,middle
C 7541,沥林北,0,1,98,广惠城际线东小段200km/h,middle
C 7541,陈江南,1,0,103,广惠城际线东小段200km/h,middle
C 7541,陈江南,0,1,105,广惠城际线东小段200km/h,middle
