_,station,arr,dep,dwell,runtime,train
5,钟山西,11:27,11:29,2,03:17,D 2803
6,贺州,11:42,11:44,2,03:32,D 2803
7,广宁,12:26,12:28,2,04:16,D 2803
8,肇庆东,12:45,12:47,2,04:35,D 2803
9,三水南,12:58,13:04,6,04:48,D 2803
10,广州南,13:33,-,0,05:23,D 2803
1,广州南,-,13:35,0,00:00,D 2972
2,肇庆东,14:10,14:16,6,00:35,D 2972
3,广宁,14:33,14:35,2,00:58,D 2972
4,怀集,14:51,14:57,6,01:16,D 2972
5,钟山西,15:35,15:37,2,02:00,D 2972
6,阳朔,16:07,16:09,2,02:32,D 2972
7,桂林西,16:32,16:36,4,02:57,D 2972
8,三江南,17:12,-,0,03:37,D 2972
1,茂名,-,11:15,0,00:00,C 7206
2,阳江,11:55,11:57,2,00:40,C 7206
3,阳东,12:09,12:11,2,00:54,C 7206
4,恩平,12:27,12:29,2,01:12,C 7206
5,新会,13:07,13:10,3,01:52,C 7206
6,广州南,13:39,-,0,02:24,C 7206
1,百色,-,08:00,0,00:00,D 3784
2,田东北,08:20,08:22,2,00:20,D 3784
3,平果,08:42,08:46,4,00:42,D 3784
4,隆安东,08:57,08:59,2,00:57,D 3784
5,南宁西,09:13,09:15,2,01:13,D 3784
6,南宁,09:37,09:45,8,01:37,D 3784
7,南宁东,09:56,10:01,5,01:56,D 3784
8,宾阳,10:26,10:28,2,02:26,D 3784
9,贵港,10:49,10:51,2,02:49,D 3784
10,桂平,11:10,11:12,2,03:10,D 3784
11,藤县,11:41,11:43,2,03:41,D 3784
12,梧州南,11:55,11:58,3,03:55,D 3784
13,云浮东,12:31,12:33,2,04:31,D 3784
14,三水南,13:02,13:04,2,05:02,D 3784
15,佛山西,13:16,13:20,4,05:16,D 3784
16,广州南,13:40,-,0,05:40,D 3784
1,深圳北,-,12:58,0,00:00,G 2908
2,虎门,13:15,13:17,2,00:17,G 2908
3,广州南,13:34,13:40,6,00:36,G 2908
4,恭城,15:27,15:29,2,02:29,G 2908
5,桂林北,16:02,16:07,5,03:04,G 2908
6,柳州,17:20,-,0,04:22,G 2908
1,广州南,-,13:40,0,00:00,G 646
2,韶关,14:31,14:33,2,00:51,G 646
3,郴州西,15:04,15:06,2,01:24,G 646
4,衡阳东,15:39,15:41,2,01:59,G 646
5,长沙南,16:23,16:27,4,02:43,G 646
6,萍乡北,16:54,16:56,2,03:14,G 646
7,新余北,17:24,17:26,2,03:44,G 646
8,南昌西,17:59,-,0,04:19,G 646
1,广州南,-,13:42,0,00:00,D 3616
2,佛山西,14:01,14:05,4,00:19,D 3616
3,肇庆东,14:25,14:27,2,00:43,D 3616
4,梧州南,15:16,15:18,2,01:34,D 3616
5,平南南,15:44,15:46,2,02:02,D 3616
6,贵港,16:15,16:17,2,02:33,D 3616
7,南宁东,17:00,-,0,03:18,D 3616
1,广州南,-,13:45,0,00:00,G 1146
2,韶关,14:36,14:38,2,00:51,G 1146
3,郴州西,15:09,15:11,2,01:24,G 1146
4,衡阳东,15:44,15:46,2,01:59,G 1146
5,长沙南,16:28,16:32,4,02:43,G 1146
6,咸宁北,17:30,17:32,2,03:45,G 1146
7,武汉,17:57,18:09,12,04:12,G 1146
8,汉口,18:27,18:32,5,04:42,G 1146
9,汉川,18:56,18:59,3,05:11,G 1146
10,天门南,19:15,19:17,2,05:30,G 1146
11,潜江,19:38,19:40,2,05:53,G 1146
12,荆州,20:05,20:07,2,06:20,G 1146
13,宜昌东,20:41,-,0,06:56,G 1146
1,襄阳东,-,07:02,0,00:00,G 1174
2,安陆西,07:42,07:44,2,00:40,G 1174
3,云梦东,07:55,07:57,2,00:53,G 1174
4,孝感东,08:08,08:10,2,01:06,G 1174
5,汉口,08:37,08:57,20,01:35,G 1174
6,武汉,09:20,09:24,4,02:18,G 1174
7,赤壁北,09:57,09:59,2,02:55,G 1174
8,汨罗东,10:35,10:37,2,03:33,G 1174
9,长沙南,10:56,11:01,5,03:54,G 1174
10,株洲西,11:16,11:18,2,04:14,G 1174
11,衡阳东,11:45,11:47,2,04:43,G 1174
12,乐昌东,12:37,12:39,2,05:35,G 1174
13,广州南,13:45,-,0,06:43,G 1174
1,怀化南,-,08:52,0,00:00,G 6148
2,新化南,09:24,09:26,2,00:32,G 6148
3,娄底南,09:50,09:52,2,00:58,G 6148
4,长沙南,10:27,10:50,23,01:35,G 6148
5,衡阳东,11:28,11:30,2,02:36,G 6148
6,郴州西,12:03,12:05,2,03:11,G 6148
7,韶关,12:36,12:38,2,03:44,G 6148
8,广州南,13:35,13:45,10,04:43,G 6148
9,深圳北,14:14,-,0,05:22,G 6148
1,百色,-,08:20,0,00:00,D 3788
2,田阳,08:34,08:38,4,00:14,D 3788
3,平果,09:04,09:08,4,00:44,D 3788
4,隆安东,09:19,09:21,2,00:59,D 3788
5,南宁,09:53,10:03,10,01:33,D 3788
6,南宁东,10:14,10:17,3,01:54,D 3788
7,贵港,10:59,11:01,2,02:39,D 3788
8,桂平,11:20,11:22,2,03:00,D 3788
9,平南南,11:36,11:38,2,03:16,D 3788
10,梧州南,12:05,12:08,3,03:45,D 3788
11,郁南,12:21,12:23,2,04:01,D 3788
12,云浮东,12:47,12:49,2,04:27,D 3788
13,佛山西,13:26,13:28,2,05:06,D 3788
14,广州南,13:48,-,0,05:28,D 3788
1,张家界西,-,07:32,0,00:00,G 6061
2,吉首东,08:11,08:13,2,00:39,G 6061
3,凤凰古城,08:23,08:25,2,00:51,G 6061
4,怀化南,08:53,08:57,4,01:21,G 6061
5,溆浦南,09:17,09:19,2,01:45,G 6061
6,邵阳北,09:44,09:46,2,02:12,G 6061
7,娄底南,10:02,10:04,2,02:30,G 6061
8,长沙南,10:38,10:56,18,03:06,G 6061
9,衡山西,11:25,11:27,2,03:53,G 6061
10,耒阳西,11:52,11:54,2,04:20,G 6061
11,韶关,12:41,12:43,2,05:09,G 6061
12,广州南,13:39,13:50,11,06:07,G 6061
13,深圳北,14:19,-,0,06:47,G 6061
1,张家界西,-,07:32,0,00:00,G 6061
2,吉首东,08:11,08:13,2,00:39,G 6061
3,凤凰古城,08:23,08:25,2,00:51,G 6061
4,怀化南,08:53,08:57,4,01:21,G 6061
5,溆浦南,09:17,09:19,2,01:45,G 6061
6,邵阳北,09:44,09:46,2,02:12,G 6061
7,娄底南,10:02,10:04,2,02:30,G 6061
8,长沙南,10:38,10:56,18,03:06,G 6061
9,衡山西,11:25,11:27,2,03:53,G 6061
10,耒阳西,11:52,11:54,2,04:20,G 6061
11,韶关,12:41,12:43,2,05:09,G 6061
12,广州南,13:39,13:50,11,06:07,G 6061
13,深圳北,14:19,-,0,06:47,G 6061
1,深圳北,-,13:09,0,00:00,G 1012
2,虎门,13:27,13:29,2,00:18,G 1012
3,广州南,13:46,13:51,5,00:37,G 1012
4,清远,14:15,14:17,2,01:06,G 1012
5,郴州西,15:15,15:17,2,02:06,G 1012
6,衡阳东,15:50,15:52,2,02:41,G 1012
7,长沙南,16:33,16:37,4,03:24,G 1012
8,赤壁北,17:27,17:29,2,04:18,G 1012
9,武汉,18:03,-,0,04:54,G 1012
1,广州南,-,13:55,0,00:00,D 212
2,贵阳北,18:14,-,0,04:19,D 212
1,广州南,-,13:56,0,00:00,G 544
2,广州北,14:13,14:15,2,00:17,G 544
3,郴州西,15:20,15:22,2,01:24,G 544
4,衡阳东,15:55,15:57,2,01:59,G 544
5,长沙南,16:39,16:47,8,02:43,G 544
6,岳阳东,17:20,17:22,2,03:24,G 544
7,咸宁北,17:52,17:58,6,03:56,G 544
8,武汉,18:23,18:41,18,04:27,G 544
9,信阳东,19:25,19:27,2,05:29,G 544
10,驻马店西,19:52,19:54,2,05:56,G 544
11,郑州东,20:41,-,0,06:45,G 544
1,贵阳北,-,08:30,0,00:00,D 2807
2,都匀东,09:14,09:16,2,00:44,D 2807
3,五通,10:43,10:50,7,02:13,D 2807
4,桂林西,11:00,11:04,4,02:30,D 2807
5,阳朔,11:28,11:30,2,02:58,D 2807
6,钟山西,12:00,12:08,8,03:30,D 2807
7,贺州,12:21,12:25,4,03:51,D 2807
8,佛山西,13:37,13:39,2,05:07,D 2807
9,广州南,13:59,-,0,05:29,D 2807
1,重庆西,-,06:36,0,00:00,G 2929
2,遵义,07:54,07:56,2,01:18,G 2929
3,贵阳东,08:45,08:49,4,02:09,G 2929
4,都匀东,09:27,09:29,2,02:51,G 2929
5,榕江,10:00,10:02,2,03:24,G 2929
6,三江南,10:37,10:39,2,04:01,G 2929
7,桂林西,11:08,11:12,4,04:32,G 2929
8,阳朔,11:34,11:37,3,04:58,G 2929
9,贺州,12:13,12:15,2,05:37,G 2929
10,肇庆东,13:11,13:13,2,06:35,G 2929
11,佛山西,13:32,13:34,2,06:56,G 2929
12,广州南,13:53,14:00,7,07:17,G 2929
13,深圳北,14:30,-,0,07:54,G 2929
1,广州南,-,14:01,0,00:00,D 3786
2,肇庆东,14:36,14:38,2,00:35,D 3786
3,南江口,15:09,15:11,2,01:08,D 3786
4,藤县,15:42,15:44,2,01:41,D 3786
5,平南南,16:03,16:05,2,02:02,D 3786
6,南宁东,17:15,17:18,3,03:14,D 3786
7,南宁,17:29,17:35,6,03:28,D 3786
8,百色,18:47,-,0,04:46,D 3786
1,北海,-,09:07,0,00:00,D 3704
2,合浦,09:19,09:21,2,00:12,D 3704
3,钦州东,09:43,09:45,2,00:36,D 3704
4,南宁东,10:23,10:45,22,01:16,D 3704
5,贵港,11:27,11:29,2,02:20,D 3704
6,桂平,11:48,11:50,2,02:41,D 3704
7,平南南,12:04,12:06,2,02:57,D 3704
8,云浮东,13:02,13:04,2,03:55,D 3704
9,肇庆东,13:24,13:26,2,04:17,D 3704
10,佛山西,13:46,13:48,2,04:39,D 3704
11,广州南,14:08,-,0,05:01,D 3704
1,深圳北,-,13:27,0,00:00,G 554
2,虎门,13:44,13:46,2,00:17,G 554
3,广州南,14:03,14:08,5,00:36,G 554
4,郴州西,15:25,15:27,2,01:58,G 554
5,衡阳东,16:00,16:02,2,02:33,G 554
6,长沙南,16:44,16:52,8,03:17,G 554
7,岳阳东,17:25,17:31,6,03:58,G 554
8,赤壁北,17:53,18:10,17,04:26,G 554
9,咸宁北,18:23,18:30,7,04:56,G 554
10,武汉,18:56,19:44,48,05:29,G 554
11,孝感北,20:15,20:17,2,06:48,G 554
12,信阳东,20:35,20:37,2,07:08,G 554
13,明港东,20:50,20:52,2,07:23,G 554
14,驻马店西,21:09,21:11,2,07:42,G 554
15,漯河西,21:30,-,0,08:03,G 554
1,饶平,-,11:46,0,00:00,G 6303
2,潮汕,12:00,12:03,3,00:14,G 6303
3,深圳北,13:32,13:37,5,01:46,G 6303
4,广州南,14:08,-,0,02:22,G 6303
1,武汉,-,10:07,0,00:00,G 1009
2,长沙南,11:26,11:31,5,01:19,G 1009
3,郴州西,12:36,12:38,2,02:29,G 1009
4,广州南,14:00,14:10,10,03:53,G 1009
5,深圳北,14:39,-,0,04:32,G 1009
1,南宁东,-,11:24,0,00:00,D 223
2,广州南,14:13,-,0,02:49,D 223
1,广州南,-,14:13,0,00:00,D 3858
2,肇庆东,14:49,14:51,2,00:36,D 3858
3,郁南,15:32,15:34,2,01:19,D 3858
4,梧州南,15:46,15:49,3,01:33,D 3858
5,贵港,16:40,16:48,8,02:27,D 3858
6,南宁东,17:32,17:36,4,03:19,D 3858
7,南宁,17:47,17:56,9,03:34,D 3858
8,隆安东,18:27,18:29,2,04:14,D 3858
9,平果,18:40,18:44,4,04:27,D 3858
10,田东北,19:04,19:08,4,04:51,D 3858
11,百色,19:30,19:35,5,05:17,D 3858
12,广南县,20:34,20:37,3,06:21,D 3858
13,弥勒,21:35,21:37,2,07:22,D 3858
14,昆明南,22:10,-,0,07:57,D 3858
1,福州,-,08:11,0,00:00,G 1609
2,福州南,08:27,08:29,2,00:16,G 1609
3,福清,08:44,08:46,2,00:33,G 1609
4,莆田,09:06,09:08,2,00:55,G 1609
5,泉州,09:34,09:36,2,01:23,G 1609
6,晋江,09:48,09:50,2,01:37,G 1609
7,厦门北,10:09,10:12,3,01:58,G 1609
8,漳州,10:30,10:32,2,02:19,G 1609
9,潮汕,11:18,11:21,3,03:07,G 1609
10,普宁,11:38,11:40,2,03:27,G 1609
11,陆丰,12:00,12:02,2,03:49,G 1609
12,惠州南,12:40,12:42,2,04:29,G 1609
13,深圳北,13:10,13:15,5,04:59,G 1609
14,光明城,13:24,13:36,12,05:13,G 1609
15,虎门,13:49,13:55,6,05:38,G 1609
16,广州南,14:13,-,0,06:02,G 1609
1,广州南,-,14:13,0,00:00,G 546
2,乐昌东,15:13,15:15,2,01:00,G 546
3,耒阳西,15:53,15:55,2,01:40,G 546
4,衡阳东,16:12,16:17,5,01:59,G 546
5,株洲西,16:44,16:49,5,02:31,G 546
6,长沙南,17:09,17:13,4,02:56,G 546
7,岳阳东,17:46,17:48,2,03:33,G 546
8,武汉,18:38,18:46,8,04:25,G 546
9,孝感北,19:16,19:18,2,05:03,G 546
10,信阳东,19:36,19:38,2,05:23,G 546
11,漯河西,20:17,20:19,2,06:04,G 546
12,许昌东,20:35,20:37,2,06:22,G 546
13,郑州东,21:00,-,0,06:47,G 546
1,鄂州,-,08:44,0,00:00,G 1016
2,武汉,09:08,09:30,22,00:24,G 1016
3,咸宁北,09:54,09:56,2,01:10,G 1016
4,岳阳东,10:26,10:28,2,01:42,G 1016
5,长沙南,11:02,11:07,5,02:18,G 1016
6,株洲西,11:22,11:24,2,02:38,G 1016
7,衡阳东,11:51,11:53,2,03:07,G 1016
8,郴州西,12:26,12:32,6,03:42,G 1016
9,广州北,13:37,13:43,6,04:53,G 1016
10,广州南,14:07,14:15,8,05:23,G 1016
11,深圳北,14:44,-,0,06:00,G 1016
1,北海,-,09:32,0,00:00,D 3712
2,钦州东,10:02,10:04,2,00:30,D 3712
3,南宁东,10:42,11:03,21,01:10,D 3712
4,贵港,11:45,11:47,2,02:13,D 3712
5,梧州南,12:39,12:41,2,03:07,D 3712
6,郁南,12:53,13:05,12,03:21,D 3712
7,广州南,14:18,-,0,04:46,D 3712
1,广州南,-,14:18,0,00:00,G 1156
2,韶关,15:09,15:11,2,00:51,G 1156
3,郴州西,15:42,15:44,2,01:24,G 1156
4,衡阳东,16:17,16:27,10,01:59,G 1156
5,株洲西,16:54,16:56,2,02:36,G 1156
6,长沙南,17:16,17:22,6,02:58,G 1156
7,岳阳东,17:56,17:58,2,03:38,G 1156
8,武汉,18:51,19:03,12,04:33,G 1156
9,汉口,19:22,19:42,20,05:04,G 1156
10,黄冈东,20:45,-,0,06:27,G 1156
1,广州南,-,14:19,0,00:00,D 1872
2,三水南,14:46,14:48,2,00:27,D 1872
3,肇庆东,15:00,15:02,2,00:41,D 1872
4,怀集,15:31,15:34,3,01:12,D 1872
5,贺州,16:04,16:14,10,01:45,D 1872
6,桂林西,17:11,17:17,6,02:52,D 1872
7,三都县,18:42,18:44,2,04:23,D 1872
8,贵阳东,19:31,19:35,4,05:12,D 1872
9,遵义,20:24,20:26,2,06:05,D 1872
10,桐梓东,20:47,20:49,2,06:28,D 1872
11,重庆西,21:51,-,0,07:32,D 1872
1,南宁东,-,11:14,0,00:00,G 417
2,梧州南,12:44,12:46,2,01:30,G 417
3,佛山西,13:52,13:54,2,02:38,G 417
4,广州南,14:14,14:20,6,03:00,G 417
5,深圳北,14:50,14:55,5,03:36,G 417
6,福田,15:03,-,0,03:49,G 417
1,广州南,-,14:23,0,00:00,G 1172
2,韶关,15:14,15:16,2,00:51,G 1172
3,郴州西,15:47,15:49,2,01:24,G 1172
4,衡阳东,16:22,16:33,11,01:59,G 1172
5,株洲西,17:00,17:02,2,02:37,G 1172
6,长沙南,17:22,17:27,5,02:59,G 1172
7,汨罗东,17:45,17:47,2,03:22,G 1172
8,赤壁北,18:26,18:28,2,04:03,G 1172
9,武汉,19:02,19:09,7,04:39,G 1172
10,汉口,19:30,19:51,21,05:07,G 1172
11,孝感东,20:16,20:18,2,05:53,G 1172
12,云梦东,20:30,20:32,2,06:07,G 1172
13,安陆西,20:43,20:45,2,06:20,G 1172
14,襄阳东,21:26,-,0,07:03,G 1172
1,昆明南,-,07:30,0,00:00,G 2938
2,曲靖北,08:05,08:07,2,00:35,G 2938
3,普安县,08:45,08:47,2,01:15,G 2938
4,贵阳北,09:44,09:50,6,02:14,G 2938
5,桂林西,12:01,12:05,4,04:31,G 2938
6,广州南,14:24,-,0,06:54,G 2938
1,永州,-,10:50,0,00:00,G 6078
2,祁阳,11:06,11:08,2,00:16,G 6078
3,祁东,11:22,11:24,2,00:32,G 6078
4,衡阳东,11:53,12:08,15,01:03,G 6078
5,郴州西,12:41,12:44,3,01:51,G 6078
6,英德西,13:30,13:32,2,02:40,G 6078
7,广州北,13:56,13:58,2,03:06,G 6078
8,广州南,14:21,14:25,4,03:31,G 6078
9,深圳北,14:55,-,0,04:05,G 6078
1,广州南,-,14:28,0,00:00,D 3734
2,肇庆东,15:04,15:12,8,00:36,D 3734
3,南江口,15:43,15:45,2,01:15,D 3734
4,梧州南,16:07,16:09,2,01:39,D 3734
5,藤县,16:20,16:22,2,01:52,D 3734
6,平南南,16:41,16:43,2,02:13,D 3734
7,贵港,17:12,17:14,2,02:44,D 3734
8,宾阳,17:36,17:38,2,03:08,D 3734
9,南宁东,18:04,18:25,21,03:36,D 3734
10,钦州东,19:02,19:04,2,04:34,D 3734
11,北海,19:35,-,0,05:07,D 3734
1,深圳北,-,13:48,0,00:00,G 6154
2,虎门,14:05,14:07,2,00:17,G 6154
3,广州南,14:24,14:28,4,00:36,G 6154
4,韶关,15:19,15:21,2,01:31,G 6154
5,郴州西,15:52,15:59,7,02:04,G 6154
6,衡阳东,16:32,16:36,4,02:44,G 6154
7,西渡,17:00,17:02,2,03:12,G 6154
8,邵东,17:31,17:33,2,03:43,G 6154
9,邵阳,17:48,-,0,04:00,G 6154
1,广州南,-,14:30,0,00:00,C 6977
2,茂名,16:25,16:27,2,01:55,C 6977
3,湛江西,17:00,-,0,02:30,C 6977
1,漯河西,-,07:56,0,00:00,G 551
2,驻马店西,08:14,08:16,2,00:18,G 551
3,明港东,08:33,08:35,2,00:37,G 551
4,信阳东,08:48,08:50,2,00:52,G 551
5,武汉,09:33,09:45,12,01:37,G 551
6,咸宁北,10:09,10:11,2,02:13,G 551
7,赤壁北,10:24,10:30,6,02:28,G 551
8,长沙南,11:21,11:25,4,03:25,G 551
9,衡山西,11:54,11:59,5,03:58,G 551
10,衡阳东,12:12,12:14,2,04:16,G 551
11,郴州西,12:47,12:49,2,04:51,G 551
12,韶关,13:20,13:22,2,05:24,G 551
13,清远,13:54,13:56,2,05:58,G 551
14,广州南,14:26,14:30,4,06:30,G 551
15,深圳北,15:00,-,0,07:04,G 551
1,岳阳东,-,10:58,0,00:00,G 6131
2,长沙南,11:31,11:36,5,00:33,G 6131
3,株洲西,11:51,11:53,2,00:53,G 6131
4,衡阳东,12:20,12:22,2,01:22,G 6131
5,郴州西,12:55,12:57,2,01:57,G 6131
6,韶关,13:28,13:32,4,02:30,G 6131
7,广州南,14:31,-,0,03:33,G 6131
1,贵阳北,-,09:05,0,00:00,D 2809
2,三都县,09:56,10:00,4,00:51,D 2809
3,从江,10:41,10:43,2,01:36,D 2809
4,桂林西,11:30,11:34,4,02:25,D 2809
5,恭城,12:09,12:11,2,03:04,D 2809
6,钟山西,12:32,12:34,2,03:27,D 2809
7,贺州,12:47,12:49,2,03:42,D 2809
8,肇庆东,13:44,13:58,14,04:39,D 2809
9,广州南,14:34,-,0,05:29,D 2809
1,深圳北,-,13:42,0,00:00,G 78
2,虎门,13:59,14:01,2,00:17,G 78
3,庆盛,14:10,14:16,6,00:28,G 78
4,广州南,14:29,14:34,5,00:47,G 78
5,韶关,15:25,15:27,2,01:43,G 78
6,长沙南,17:04,17:08,4,03:22,G 78
7,武汉,18:27,-,0,04:45,G 78
1,广州南,-,14:35,0,00:00,D 226
2,南宁东,17:27,-,0,02:52,D 226
1,昆明南,-,07:53,0,00:00,G 2924
2,曲靖北,08:28,08:36,8,00:35,G 2924
3,贵阳北,10:06,10:13,7,02:13,G 2924
4,广州南,14:29,14:35,6,06:36,G 2924
5,深圳北,15:04,-,0,07:11,G 2924
1,百色,-,09:27,0,00:00,D 3792
2,田阳,09:41,09:45,4,00:14,D 3792
3,田东北,09:55,09:57,2,00:28,D 3792
4,平果,10:17,10:21,4,00:50,D 3792
5,南宁,11:00,11:04,4,01:33,D 3792
6,南宁东,11:16,11:19,3,01:49,D 3792
7,藤县,12:41,12:47,6,03:14,D 3792
8,梧州南,12:59,13:02,3,03:32,D 3792
9,郁南,13:16,13:18,2,03:49,D 3792
10,佛山西,14:15,14:19,4,04:48,D 3792
11,广州南,14:40,-,0,05:13,D 3792
1,广州南,-,14:40,0,00:00,G 6313
2,深圳北,15:10,15:14,4,00:30,G 6313
3,惠州南,15:36,15:38,2,00:56,G 6313
4,汕尾,16:07,16:09,2,01:27,G 6313
5,潮阳,16:45,16:47,2,02:05,G 6313
6,潮汕,17:00,17:02,2,02:20,G 6313
7,饶平,17:19,-,0,02:39,G 6313
1,广州南,-,14:41,0,00:00,D 3738
2,肇庆东,15:17,15:19,2,00:36,D 3738
3,云浮东,15:40,15:42,2,00:59,D 3738
4,郁南,16:06,16:08,2,01:25,D 3738
5,梧州南,16:20,16:24,4,01:39,D 3738
6,藤县,16:35,16:37,2,01:54,D 3738
7,平南南,16:56,17:06,10,02:15,D 3738
8,桂平,17:20,17:22,2,02:39,D 3738
9,贵港,17:41,17:43,2,03:00,D 3738
10,宾阳,18:04,18:06,2,03:23,D 3738
11,南宁东,18:32,18:53,21,03:51,D 3738
12,钦州东,19:30,19:32,2,04:49,D 3738
13,北海,20:03,-,0,05:22,D 3738
1,南京南,-,07:25,0,00:00,G 1113
2,全椒,07:45,07:47,2,00:20,G 1113
3,合肥南,08:19,08:22,3,00:54,G 1113
4,六安,08:50,08:52,2,01:25,G 1113
5,金寨,09:09,09:11,2,01:44,G 1113
6,麻城北,09:42,09:44,2,02:17,G 1113
7,武汉,10:18,10:27,9,02:53,G 1113
8,岳阳东,11:17,11:19,2,03:52,G 1113
9,汨罗东,11:39,11:41,2,04:14,G 1113
10,长沙南,11:59,12:03,4,04:34,G 1113
11,郴州西,13:08,13:10,2,05:43,G 1113
12,韶关,13:41,13:43,2,06:16,G 1113
13,广州南,14:41,-,0,07:16,G 1113
1,长沙南,-,11:55,0,00:00,G 6031
2,郴州西,13:02,13:04,2,01:07,G 6031
3,韶关,13:35,13:38,3,01:40,G 6031
4,广州南,14:36,14:44,8,02:41,G 6031
5,虎门,15:01,15:03,2,03:06,G 6031
6,深圳北,15:20,-,0,03:25,G 6031
1,深圳北,-,14:03,0,00:00,G 6020
2,虎门,14:21,14:23,2,00:18,G 6020
3,广州南,14:40,14:45,5,00:37,G 6020
4,韶关,15:36,15:38,2,01:33,G 6020
5,郴州西,16:09,16:11,2,02:06,G 6020
6,衡阳东,16:44,16:46,2,02:41,G 6020
7,长沙南,17:27,-,0,03:24,G 6020
1,张家界西,-,09:12,0,00:00,G 6119
2,吉首东,09:50,09:52,2,00:38,G 6119
3,怀化南,10:23,10:26,3,01:11,G 6119
4,洞口,10:57,10:59,2,01:45,G 6119
5,邵阳,11:32,11:35,3,02:20,G 6119
6,衡阳东,12:36,12:40,4,03:24,G 6119
7,郴州西,13:13,13:15,2,04:01,G 6119
8,韶关,13:46,13:48,2,04:34,G 6119
9,广州南,14:45,-,0,05:33,G 6119
1,毕节,-,07:56,0,00:00,D 2811
2,黔西,08:19,08:21,2,00:23,D 2811
3,贵阳北,08:52,09:10,18,00:56,D 2811
4,龙洞堡,09:26,09:28,2,01:30,D 2811
5,都匀东,10:00,10:02,2,02:04,D 2811
6,桂林西,11:35,11:46,11,03:39,D 2811
7,阳朔,12:10,12:12,2,04:14,D 2811
8,钟山西,12:42,12:44,2,04:46,D 2811
9,贺州,12:57,13:09,12,05:01,D 2811
10,广宁,13:51,13:53,2,05:55,D 2811
11,佛山西,14:25,14:27,2,06:29,D 2811
12,广州南,14:47,-,0,06:51,D 2811
1,广州南,-,14:48,0,00:00,G 2936
2,桂林西,17:03,17:07,4,02:15,G 2936
3,都匀东,18:34,18:37,3,03:46,G 2936
4,贵阳北,19:25,19:31,6,04:37,G 2936
5,安顺西,20:01,20:04,3,05:13,G 2936
6,盘州,20:43,20:45,2,05:55,G 2936
7,曲靖北,21:17,21:19,2,06:29,G 2936
8,昆明南,21:54,-,0,07:06,G 2936
1,佛山西,-,14:24,0,00:00,G 6217
2,广州南,14:44,14:49,5,00:20,G 6217
3,虎门,15:06,15:08,2,00:42,G 6217
4,深圳北,15:25,-,0,01:01,G 6217
1,深圳北,-,14:09,0,00:00,G 6146
2,虎门,14:26,14:28,2,00:17,G 6146
3,广州南,14:45,14:50,5,00:36,G 6146
4,韶关,15:41,15:43,2,01:32,G 6146
5,郴州西,16:14,16:16,2,02:05,G 6146
6,衡阳东,16:49,16:51,2,02:40,G 6146
7,株洲西,17:18,17:28,10,03:09,G 6146
8,长沙南,17:47,18:07,20,03:38,G 6146
9,韶山南,18:30,18:32,2,04:21,G 6146
10,娄底南,18:49,18:55,6,04:40,G 6146
11,溆浦南,19:31,19:33,2,05:22,G 6146
12,怀化南,19:54,-,0,05:45,G 6146
1,上海虹桥,-,08:00,0,00:00,G 85
2,杭州东,08:45,08:47,2,00:45,G 85
3,南昌西,11:00,11:04,4,03:00,G 85
4,长沙南,12:23,12:27,4,04:23,G 85
5,广州南,14:51,-,0,06:51,G 85
1,重庆西,-,07:19,0,00:00,D 1861
2,桐梓东,08:19,08:21,2,01:00,D 1861
3,遵义,08:43,08:45,2,01:24,D 1861
4,息烽,09:12,09:14,2,01:53,D 1861
5,贵阳东,09:39,09:46,7,02:20,D 1861
6,龙洞堡,09:57,09:59,2,02:38,D 1861
7,桂林西,11:56,12:00,4,04:37,D 1861
8,恭城,12:33,12:46,13,05:14,D 1861
9,贺州,13:14,13:16,2,05:55,D 1861
10,怀集,13:46,13:48,2,06:27,D 1861
11,肇庆东,14:17,14:19,2,06:58,D 1861
12,广州南,14:53,-,0,07:34,D 1861
1,广州南,-,14:54,0,00:00,D 2830
2,贺州,16:19,16:21,2,01:25,D 2830
3,桂林西,17:20,17:24,4,02:26,D 2830
4,榕江,18:30,18:36,6,03:36,D 2830
5,都匀东,19:07,19:09,2,04:13,D 2830
6,龙洞堡,19:42,19:49,7,04:48,D 2830
7,贵阳东,19:59,20:03,4,05:05,D 2830
8,黔西,20:31,20:33,2,05:37,D 2830
9,宜宾西,22:00,-,0,07:06,D 2830
1,广州南,-,14:54,0,00:00,G 1607
2,虎门,15:11,15:18,7,00:17,G 1607
3,深圳北,15:36,15:41,5,00:42,G 1607
4,深圳坪山,15:58,16:04,6,01:04,G 1607
5,惠州南,16:13,16:15,2,01:19,G 1607
6,潮阳,17:16,17:18,2,02:22,G 1607
7,潮汕,17:32,17:36,4,02:38,G 1607
8,饶平,17:52,17:55,3,02:58,G 1607
9,诏安,18:04,18:06,2,03:10,G 1607
10,漳州,18:40,18:47,7,03:46,G 1607
11,厦门北,19:05,19:10,5,04:11,G 1607
12,晋江,19:28,19:35,7,04:34,G 1607
13,泉州,19:46,19:48,2,04:52,G 1607
14,莆田,20:14,20:16,2,05:20,G 1607
15,福清,20:36,20:38,2,05:42,G 1607
16,福州,21:05,-,0,06:11,G 1607
1,深圳北,-,14:14,0,00:00,G 6022
2,虎门,14:31,14:33,2,00:17,G 6022
3,广州南,14:50,14:55,5,00:36,G 6022
4,韶关,15:46,15:52,6,01:32,G 6022
5,郴州西,16:24,16:26,2,02:10,G 6022
6,衡阳东,16:59,17:02,3,02:45,G 6022
